,membri_familiari,lavatrice,lavastoviglie,ascugatrice,televisioni,computer,piscina,condizionatore,1F1,1F2,1F3,2F1,2F2,2F3,3F1,3F2,3F3,4F1,4F2,4F3,5F1,5F2,5F3,6F1,6F2,6F3,7F1,7F2,7F3,8F1,8F2,8F3,9F1,9F2,9F3,10F1,10F2,10F3,11F1,11F2,11F3
272,6,1,1,1,0,4,1,0,49.237382943902496,46.11694059219975,49.54539520802622,53.69878111094013,41.59201062326607,51.77750845323978,47.43152337658767,46.580557667307076,50.10646247858509,44.723489774841305,40.24287462622809,47.96486446478142,45.349158497351816,39.934057194819644,46.09319099170476,46.87614781476332,36.872033396657095,35.630316520311936,40.47502611292882,33.83093621384684,38.71797145172785,38.80998742119598,35.92468586893719,32.978889363392064,48.1607853493757,48.52772465756428,49.48265512800436,54.163643579204624,48.12488302022365,52.9151336136039,48.65885217382128,50.27837334989421,53.48933861161638
273,6,1,2,0,0,4,1,0,51.659546670557695,46.05589369803476,50.02543986534162,50.253136296667805,50.805027495290325,55.674143326409464,50.192866332588004,45.002922814958886,53.538302384116584,48.777666008700486,48.656794702678624,40.91565800427666,37.6622430861813,33.83149454954485,47.76687048587111,47.08075811867744,40.70862371255817,39.626058322708595,45.34261226280605,36.970933291263,44.749247670925755,41.22775415187167,39.20873979419045,29.419665471119064,53.35127999694654,43.26126896589159,44.99166952552975,49.64110743470585,52.136367449386285,50.053865685673244,53.278761578895434,47.66268558401804,42.82540036750085
274,6,1,1,1,2,1,1,1,46.95500639822819,43.260427522642594,50.08534742502938,48.69416763757046,50.034179033433496,48.24347608468349,51.9243949065822,47.83980033434772,52.88333809466382,51.541298072638895,50.38194700013809,41.456659413091494,40.95390790628396,42.10399737855673,49.41278990908281,41.54421661457634,35.03125964075621,44.06349830798907,42.83563744497645,39.39303095580563,39.926787736059296,41.455941332951646,40.311648690177734,35.90357233158967,46.089608310896914,48.485247380875556,44.556266899484434,47.40268104033281,42.14023613844039,47.73700995498528,51.180045502930874,48.70335857352019,50.21879786920553
275,6,1,0,1,4,4,0,1,54.9972972429165,49.67856548135943,54.827098012082374,50.263227063237366,51.427026146403485,56.69328695450874,53.21157282943817,52.146438773400654,48.12866605134776,55.39713993687288,51.81598563314817,53.52466541105063,44.2154620294016,49.20568468353531,46.6512331974211,39.507783149089335,42.10505560322504,42.24634259688539,39.26259340789131,33.75487943572646,39.85893915826357,45.314077623982634,35.580026149680826,39.11182016292083,49.83812438045834,42.06809786108638,50.485296317805336,40.70788472577305,44.63639302046194,46.96555803708843,47.99899822040042,49.63113685036012,48.18313015195006
276,6,0,1,0,3,2,1,0,49.19143599490278,50.903119230448105,55.23077382256737,55.05656974144387,49.5320081473231,53.745824054599495,43.78268971752115,43.176537663112455,42.44367499256915,47.241513478296646,43.85336909022787,49.86511369148087,39.91056220835312,42.12340773384313,37.36624283154539,42.21953978100216,41.245404257899125,44.93833264506395,36.218288070408065,34.602656798478236,32.79525102541032,42.34311073464625,45.20301967965874,40.084045972422444,52.37923187484669,43.51997139640082,43.8892247722414,55.79398333736981,42.047983827253155,49.97877309175187,49.704398681251284,39.75906136287445,50.802931361291215
277,2,2,0,0,2,2,1,1,48.87389762039748,40.96111161099236,49.56414687226888,44.285231754302906,45.9810574960985,44.10366485078297,48.181093173511044,39.48337184489416,47.153472358679906,46.986346718814524,37.76182335947067,46.15354524423352,37.708092522336635,40.76763241153616,34.39787810400295,41.609865367426934,31.94839821732287,36.37639800918268,32.48560525229681,30.53958266976364,35.850085670423866,39.59486092410378,32.89296172383489,34.32979602532761,47.32212942339849,33.04155039276334,36.860348211449725,48.46696876740054,42.14903095315075,35.452081454827955,46.048575699439326,41.434479966807665,45.13161205951205
278,2,1,2,0,0,2,0,0,48.83780454706585,37.69493816727092,44.5223975932716,44.8528592200082,36.831314690677765,40.44850924976207,47.421869149337226,40.979070955666266,37.61915244152972,34.697685531100376,42.84431204818997,40.4235771053295,42.17000193977037,30.50714856421871,39.96994584076819,39.866523841526586,32.08467174081119,35.35513432505766,33.09298822372376,34.07608224832851,36.769866882185575,32.258611832498616,31.564351329506074,24.019162071376634,43.578644369851226,39.385557611474944,41.40605809287393,47.84065056030104,33.390717318992984,34.18934755007458,40.52214761198635,43.497667701342635,44.36137435578638
279,3,1,2,2,2,0,1,1,53.12384049150278,44.34304973331918,48.63892877223921,42.79350863808433,43.24999578354652,46.132593808976154,48.34137404089725,44.92848978682524,44.67069880244706,47.219939392882296,41.71959730742076,45.18982327939472,39.30508215805404,39.62294482186407,42.13785215757045,36.93416744899246,30.852688594038412,31.952706781406437,38.83270418303215,37.37360502335891,29.55149904865588,45.88707421485155,34.324983509630094,34.09924637567932,44.34694012880072,33.9823948864403,40.50889089516604,42.73726530323182,39.70169011977202,36.73129319016619,46.53119992722637,41.265656923092294,44.676313423728665
280,2,0,0,0,1,0,1,0,41.14063116254406,44.93814900711823,47.16224060822465,45.26236832634484,34.56139671176215,45.299388585909846,45.276717274776075,43.494585304475564,38.0424058080658,42.086933008527645,37.48383695203573,40.288576810468825,33.15222776643616,28.34267462152712,33.068356835055866,30.498096047250456,32.94616774274179,34.10642636247799,35.67086016036356,25.26348294768346,26.33198374447719,32.29728290942192,29.11581355493156,31.342533333387927,35.66297575130836,29.616711872264975,37.72479379518789,34.49409385468395,33.92830266674162,39.173241581130014,40.79913325969378,39.37270421193961,37.56897812835818
281,3,0,2,0,2,4,0,1,51.864406943635764,50.269065375270706,42.94499566422978,45.36083267719195,44.120672812067525,40.84096067469659,46.392592328880724,46.17780995853122,44.135457902430545,35.52058170724004,40.0098745684101,43.98993390378523,46.538378003466725,43.431294369180236,39.882469881207584,43.938917438945396,34.08172026512332,35.86482339860395,42.312233977246024,35.58143968042622,30.286182497264086,39.61001628352063,33.47543344050703,28.96177202315804,45.65804682024759,35.138677650613275,39.23346317414798,47.5382654274862,42.74877420568085,36.80356486108788,41.24966273217197,47.39759439534625,41.91400798301009
282,6,2,1,1,0,2,1,1,58.16932197934137,50.54677753280596,52.26598143560284,55.587273047283446,44.3650755901621,49.530052885202934,54.868434116208235,41.48299961646984,46.38354433638581,42.56292285399891,39.177954208893645,40.03992757123068,50.948082456655015,39.270653693007965,44.54457282840729,48.61643193654305,38.38436723525903,41.96113855610016,43.95923545891895,40.910039242736204,42.24395990506644,45.26172711902832,36.77273125855135,37.1652299012628,44.21172810798783,38.57557586738027,47.630065615569805,54.188925747237086,50.98040463850841,47.044958741872705,51.06176609607289,42.888018917664326,47.86325498091447
283,6,1,2,2,1,3,0,0,49.38901508045796,52.01686824124077,51.47404629357097,49.460938347939084,43.42698787531242,50.939211980625,53.22858894291113,46.33415537502792,45.003818081531755,46.31722611435849,46.804034586446264,44.2515844888885,50.619246505761616,38.53043311245415,48.80603598286441,47.7858065531626,40.15400486607553,33.294745404472636,39.36909554581229,34.296257126011675,38.682635554272466,41.59088195275905,38.13024277340001,40.96687243502531,48.25650081848134,37.68178406484358,43.47907682503071,50.86029105596278,39.683683083443505,47.72138514407777,53.389929362543526,41.7037370109101,41.91146548631509
284,4,2,1,2,0,4,0,1,54.674739858501695,43.25743581089241,44.74104815358655,41.044041227725124,46.53473165047167,51.90158141897286,47.800002660935526,49.484093458955726,43.44821973586712,43.13545279093556,44.360464704731235,49.5594655593496,42.08399858380246,44.08931635873369,43.34586545123911,44.04807837574429,30.085526481072694,40.83810879454051,37.65667824119203,36.646934639916815,33.88555677314552,46.07375024368492,34.13194036823203,31.557214443982648,43.52396129913827,46.16560955284747,42.340951280019446,45.679990806284756,41.147372066495144,42.64962671000326,50.11930986150527,42.16726151977906,42.44499273800587
285,1,0,1,1,3,4,0,1,46.627871329294656,45.87438144193501,47.554222037708286,43.606910429005715,36.71139054412462,43.80412628536089,44.36526368968408,42.38123033917324,32.6698473220622,47.13412130440717,37.5440441999233,37.48579641944344,41.31899255525173,36.66749184594755,37.776193881268156,33.11849087304238,28.99973191094128,37.74047510370324,38.56947118117815,32.32369450944592,37.15798621698846,35.748660565086894,35.17618310102197,24.93257303168454,48.886953765402524,37.93391212420159,38.73657647218616,45.164488193235066,33.820097161827626,38.64270194185678,42.72567180524126,38.70783747195238,39.49490279745852
286,5,2,2,0,4,4,1,1,54.199112551425564,50.535127008510905,53.34900142547109,54.7089672255048,54.18440811916964,53.162650085541586,51.52118211014096,43.84361896257534,44.83071805401725,45.95431368435857,43.45310513211254,44.053608629264545,49.15097143296637,44.766724092902784,42.273789866297605,45.452410618340096,36.11192065733441,38.53732095087958,44.4231480038307,39.822919435996575,36.1175257815012,45.89813305262757,46.535297016081834,38.92710436165824,48.90583263012563,47.80314822418037,52.012475899448205,49.83966409364812,49.60559939714774,53.21904536350822,50.21065003235446,53.722687787117096,57.88215275422917
287,1,2,0,0,1,2,0,1,43.75719373305212,44.46245199971995,41.65590323133999,46.98305030118101,38.12480414178373,40.587554271927864,42.87440484067905,37.92267578300612,37.928938913743764,43.66694217195046,36.840814732309006,32.686078129321196,41.13638376723886,29.834697541195993,34.10928934010021,36.81824577895496,32.51798294578943,33.63332391288999,35.22345197664815,23.23261369835195,25.870010121376936,33.42294985509872,33.74985402212507,21.858853156737016,40.192609608370944,36.13332776022941,34.90923736781939,37.49550786223418,32.48417880813375,38.138346293221645,44.93263332658332,38.00377356897444,34.91542332311004
288,6,2,2,0,2,0,0,0,47.050105896435596,51.18070820409465,48.84029446106893,42.813723309723954,51.53732108919175,42.15850933144553,44.5972344429009,43.397252469195294,45.95313360064026,45.70447898791738,39.67324680001999,41.336773475420436,41.809439170490606,38.103939542559836,45.4558170770575,43.15131081892415,36.526644597963895,38.590759429388434,40.60777890319569,29.723310670460425,35.12947898202231,45.9218056296076,41.72258358140751,35.8833807088239,44.91526541557393,45.07338667768812,50.99364312916312,44.6130907695966,52.20374149438848,48.3595753304224,49.51097348622871,47.75452975438501,50.340846092761964
289,2,2,0,2,3,4,0,1,40.893248797526844,46.15067156020021,45.86429336885362,52.8893052879195,50.12721484427731,51.217680033640164,42.17890123580577,36.17490603551662,49.96947998318695,40.829854913634996,44.84598347717276,36.361152098177044,40.96959714552018,37.05362419706683,34.98248225924908,41.899984616979275,37.045546399280084,34.56585647346527,32.63096747435559,33.44052630226791,32.539135472135996,48.11648405994517,29.86857610006833,28.980348984015563,40.96293450795375,36.63775476749039,36.341415995794996,41.75987175443152,42.88861723395222,35.9191892155433,48.02798684283602,42.058279727678666,45.28173139916711
290,6,2,1,1,3,0,1,1,50.16273414699914,48.49214931770076,45.706995856018885,57.41089027880754,48.300301517418426,48.558815566966715,51.866029219518786,51.23808993540436,42.442368782365584,55.37890236223566,44.39481133984498,45.5984612466373,49.63486420112357,38.011771974692884,41.72703350371497,44.453289788552375,37.53887545692744,35.21737666869542,46.375760902706205,36.26958584048654,44.10007634793317,48.88788968058289,33.36888151467197,29.279640875829433,48.139590680110445,46.67106769948058,50.17199668116592,53.1884874747004,42.88569857524302,52.49117623541397,51.655600452379865,49.605597859194454,46.84823457743068
291,1,1,2,1,1,1,0,0,43.0756867465317,34.676205723824395,40.19527977815446,45.46914612553671,43.29578922593442,41.58532865181685,41.32336100781444,40.84290452654418,43.91444312713593,37.022001337500896,37.18211760810276,41.606581687328394,30.966310146166773,34.37400655547169,35.21034703397268,36.07828632688017,27.78080125494206,28.974707555213328,35.46513789693845,22.811185546803305,33.53034480885336,38.39060112961355,31.373011536026883,33.62724201223432,42.25507143686969,39.305767287499705,39.25283673994346,45.11340906092009,36.08748977838007,34.11044357767208,44.812027821701406,33.691691663768054,43.036166504655014
292,1,2,1,2,2,1,0,1,47.274524624943915,47.2441180998187,38.62442689434918,43.00886216603987,38.139191605418816,48.28799776458872,38.62897636979554,39.30695193217137,45.81406392547607,38.916115934693735,39.7387980700457,37.23214935078496,32.47654019174067,36.909892740754955,40.86911875129178,34.122214198209235,28.54968765816304,33.33808647100462,37.60894565408128,22.084920582813776,31.052356435791026,32.69419942729701,30.260249896360037,31.80791604854553,39.78036061602084,34.049561363205086,40.41253652633612,38.06732652675881,37.88410253783875,42.84570438287249,41.31069137657678,44.864855573864524,35.85097961128348
293,6,0,0,0,2,0,0,0,45.71935745994732,42.74317884174865,56.30796969285027,48.0654366554598,48.00647843309279,44.993458194707685,45.953921573547916,41.644883094952206,39.24142649765621,41.27743132045555,46.33716539692846,38.50963004438217,38.43153633874597,41.89307018357626,42.37832843032036,37.287785871361805,32.01971057207095,41.19763470132812,36.7864305914149,35.77957407617504,36.61947376790221,41.90692476498087,40.49556605789624,33.86420331575281,46.278636086690504,35.682401522057056,48.06744735731224,46.74998332624794,49.28410373527879,35.84817185371182,52.27814541542562,38.767706607737054,40.29574973582522
294,3,1,0,0,4,3,1,1,46.813396564630594,44.84154731158925,43.661740981602854,47.610892163624946,41.420051896798746,45.82957877897378,47.28675233595691,48.18627352619698,40.20369755214096,48.159712344587255,43.23429865475368,40.23492248036901,45.126038201882075,34.70845065013356,41.293562025848416,44.1932329104856,30.11895061049187,37.634025797705284,38.52324524781313,25.988228376742754,34.853180471092486,42.00469637345643,34.04972790247247,36.97596156058388,49.93141577134281,35.00980296510977,41.5165314244403,46.94457180493735,39.5834651382863,42.11482564410729,53.27609327972169,46.13669498186135,46.83670543288336
295,5,2,2,0,3,1,1,0,48.204373728255426,42.400082402123516,52.02931724293986,50.36837103735894,42.651338141295476,47.87347994769032,55.425478895504504,43.45651805738286,49.46567865866398,42.28124085940563,42.51295935173634,51.82592949003559,45.020952942215224,42.16825326737014,45.68681971558225,42.38174803926564,34.61098872829729,40.01991297005987,40.9233718975475,39.06808056935565,31.532369531219153,47.776186473971315,46.30827343577711,34.22959588692724,52.18798939598615,40.915523525468984,40.63769140654479,43.57197245978115,36.521596649769705,46.300058076867515,47.75786877229351,48.12979381371572,43.25211287657886
296,2,0,2,0,3,0,1,1,47.948423904357526,44.9701834467314,48.18347877663322,46.915744751129736,41.326278706704414,45.83352522082073,47.81894546272151,46.65298807686146,44.155471763651796,40.22131935151877,38.36859161459653,44.3290593521204,38.37529471730882,34.17145841168525,41.95942840368797,41.91560558733068,29.685008382952958,38.063943335084666,30.896232993777268,25.914037726785335,24.85305485842377,39.70983731319278,34.13641886854755,26.766765715916836,44.25617133661967,38.50398892308646,42.75009611953877,47.51123264079585,40.39761082135362,34.198501350039365,49.35778143182764,38.31686061367293,44.34482536354723
297,4,2,1,2,1,0,0,0,51.7105762747182,48.07050048791386,46.77077953912335,45.15266930940857,44.717721657814,47.643620902770216,44.443288860884934,43.6138774842459,48.54342936689517,41.046142040656996,37.00754726736189,39.64921507534071,36.19988893011911,39.66577700463453,41.03478965358682,34.4742687315866,36.634155668266416,31.28242084774649,42.731238084042985,33.157966586068376,38.53027829041031,44.11464443702161,34.80587408299478,31.083854698041165,43.27685247432627,37.87159316961887,45.47062023382292,49.71314122142341,41.10203795527215,47.594505555333185,43.57529073181306,44.02945666691857,39.8041583684537
298,3,0,0,1,1,1,1,1,48.771914020237226,45.94271174138908,41.950168245503136,41.32908704242132,47.93099238859301,40.32502157397601,44.216772767163306,46.29768479512875,42.93062598380084,39.651075751560256,35.95996361335719,39.157361119598455,34.01151352337657,31.275318088520255,36.82372818985924,42.94446654983249,28.131745904448756,28.81122966278794,38.39284456186353,26.388926810413892,34.6961590651953,43.8901937592448,38.10526216652312,23.9534662838631,42.66552674896584,32.76987055505888,42.7138412724633,50.29610171252769,34.775996855608774,37.96802894186791,49.31904301688514,40.24064414863326,44.11885158192544
299,1,1,0,2,4,3,1,0,41.4856442486327,39.418978264523155,41.083622216757156,46.06828953039377,44.61185279845979,39.728821053048144,44.184381879972385,36.606123786604336,42.247768196024595,48.04592423029181,35.53154624539099,37.40263427879241,37.95189490734749,30.666698448724016,45.55571567011622,36.51179850428369,27.852799868053665,27.749149527600572,36.82405705165963,25.597545363531367,27.260550584610048,34.68690335812169,31.587961304637144,32.76868133944741,45.55745135444758,33.91219340312404,39.161868777433284,42.45236728161003,40.238197407677106,40.06693353723923,43.33161596652864,42.809195532448065,38.490514515470664
300,2,0,2,1,4,3,0,0,46.1739001355183,44.91651602711652,46.14203919995008,41.04469360586561,47.70857926205293,41.009411999081934,42.29573663066064,40.256212032520565,39.943410464608625,41.11802636000948,43.946023499694995,37.199447312521556,37.91108569954174,34.311456276843934,44.78899996011406,37.67293704576444,28.68305021690921,38.57949456508064,31.102600471732465,30.06741191431897,32.21826165755901,36.08456900940102,38.54304001404281,34.22031490450989,36.37587358940211,36.261729926488215,38.8336075700944,38.0960072058119,41.750502599052005,41.706740654095945,39.14241982491778,41.9568326438001,35.658672975679046
301,1,2,1,1,0,1,1,1,40.12375825471251,40.07342503076491,44.59286098907069,46.21406877756952,37.065323030113035,41.61786199056663,44.516621991517354,38.33678836227265,35.38018293628121,40.7877418942991,38.777875405138445,41.595092936766605,40.50156988198409,32.82816618416072,29.802545096434358,31.331896019091765,33.29282749912523,31.05726455864478,31.324092862613085,26.476627135399653,35.28823013807288,35.00853925950771,29.130380303036915,22.813002845294253,37.03911736560037,37.250999634740076,43.496404448003005,38.67764619963427,37.14803700597846,32.423491482406085,39.2692620096896,38.92355810417142,38.90943525615962
302,3,2,0,0,0,4,1,1,49.84713391494448,41.350508677857604,42.6867725733471,48.60133269753135,43.86165019335006,50.775676005980735,42.638771718659086,38.23558152607666,43.61799105719271,37.04965267379018,39.137468460058834,43.6080902025823,41.283780827029155,37.380433879642545,42.30831660349035,40.665267572481234,35.94365841316952,36.92846769988877,31.024514747044595,24.950003530799467,34.56911847949141,41.210071737039094,34.742687754940555,28.009868874291918,43.86603133424377,36.503168883413835,45.03982045820414,47.88499474340162,37.2283710535919,41.239219447033896,42.482393730331594,36.44169812587454,49.78239211256091
303,1,1,0,1,2,3,1,0,38.632964444674705,35.67974026502347,47.47193409563166,37.98124772132951,36.60517552468558,42.84281196693706,45.496240803377674,39.43150552801841,40.578018029989316,45.844290317833114,34.44895433828775,33.59700810784788,32.072207157385726,26.874168008217787,34.400739446350315,34.27530414213819,26.41819906078289,38.03861212407352,38.307183951537645,27.757393517590547,26.4301535990597,40.377083616024606,26.29998143148609,27.982422110711244,36.58767845606031,35.27299959919581,38.75329700161212,47.13559321585246,36.78065734675813,36.207622547671676,46.76942367209069,34.75537332722853,44.72208188659082
304,1,1,1,1,2,4,0,0,47.845818252515635,35.592189207873346,41.037273462791475,38.281110087989866,47.10326241154279,36.55658859422356,44.12921135744353,35.8048389161254,44.40826165496773,47.39894619742892,42.50785765686432,44.878760866364615,43.20094351886646,35.04258824929239,32.591310621456174,41.591426586645,28.97792884367411,35.69803126181153,30.681178824856225,24.99304106559511,29.170611927416246,33.19395300600952,28.952658900803424,26.273437390538515,37.72174141362078,36.55487074417871,44.88026889262406,44.54112373341168,42.623016488426025,36.42911657268844,41.74483809051972,39.84700393586136,36.298135521598965
305,3,1,1,1,2,4,1,0,47.97998446438655,47.432252314447375,46.424290722358634,45.33395827678053,44.72749788108171,47.06913407769258,51.042472668541826,39.197363461503116,44.73892321828834,47.32659679794445,38.94478975374456,47.54209995976537,44.63919596723392,34.608951043605316,41.98644301958403,43.88777731653502,40.24688858701123,31.7091186235997,40.335985452913086,31.68825174621785,38.73892613686174,36.72749130281704,34.3199619686398,30.085349764262702,48.61690367178722,43.103926185750325,48.52953310494903,45.09625105198387,41.406170538323856,35.70541194940519,50.67204352161799,36.303737080517024,39.26443601545548
306,1,1,0,2,4,2,0,0,44.64135245574829,44.32546015230733,42.91262128028534,39.01296052968194,39.4311808744877,40.82202097401956,42.58709911716438,38.087909402136034,43.581662280358586,44.9292592443328,41.65573537005524,42.7613339442183,32.29650145346429,32.611483779751815,34.35641899596559,33.91053410715142,32.962680463437756,34.92825471582472,30.403602399098485,28.600400223878946,33.19211103453768,37.30258011371509,25.861245173708323,33.2317843592124,47.00989903360003,39.71473541979309,37.09049434451573,36.12629681032156,40.08238824700068,38.01755470456619,46.47897014493047,41.71873829651177,44.89054744834311
307,2,1,2,2,3,1,1,0,47.82840156931743,39.451990828085115,42.7275040453374,42.766034294857334,37.92672698142659,40.882652949974414,39.619878129697874,39.48222752127525,45.712832450122605,45.249005049062255,42.91470029511981,44.75039546989664,42.84193498014655,33.82648925182734,42.75134375933481,44.265083448672776,27.68703743134039,36.29375195117074,43.48309191067258,29.394303173033492,35.92228822028024,40.42270849433888,33.841821459389344,27.320019000707397,43.72340264848199,36.374403282310304,43.31445255358629,46.541238489043884,39.200524199383025,44.57792633671964,49.85241368247657,37.30581337675016,40.905002753873255
308,3,2,0,2,3,1,1,0,45.13053585153821,39.31274703558729,45.226223012793156,48.14817533974974,44.02750159378824,44.382889255640485,44.82509053407365,40.262147842931206,36.43593999294188,41.172923767422525,36.619451660340886,47.152445951090534,37.932168546925965,34.94426147691344,34.59316137404266,40.20195705028905,31.010306989495948,35.370010342319176,40.426364159876556,30.468394295599545,38.03239934803295,38.62013347447595,33.026300692849034,30.95351030502648,49.62334595574565,42.68241025892505,49.1687845715411,44.85574662056755,39.89004212803503,35.7460703637014,45.24442490062968,46.28024914018184,41.97238077362787
309,2,1,2,1,2,3,0,1,51.43763498623471,45.190407467049084,52.04643571111354,47.954734127286066,49.068941847705275,44.8779621457509,40.378597251396954,41.2513588945962,46.039392816561175,42.7276362703753,35.306170502052765,42.39701204221353,36.65946037016897,37.322460293248774,40.64092741568915,37.57683119433331,30.54946784862522,39.843339804559534,33.31932754945483,33.85176136731945,32.50461595651977,45.42190204894316,38.639053276548665,34.41465811809774,43.49131500149905,42.19838649513547,42.80295524016508,40.26106340360023,39.39861197000577,36.187768166837984,48.40676407562966,38.80110464001729,38.83631619644325
310,3,2,2,2,1,3,1,0,51.99905832271356,50.879461905204046,46.95684868083998,48.72170442075743,47.324458762397505,44.34173548980315,47.35631906543032,47.33401418575154,46.75264775241872,48.73053772105267,40.80910468381988,49.892581041910745,47.58149444630718,40.17234509718419,44.79524457833504,36.660286277016475,38.18371467524122,32.12050806978359,31.909963209559606,30.36150354147748,30.979522346055678,44.441687571191935,36.672148623859535,35.95538191976033,46.705396736589066,34.51702393675793,43.563561064183666,50.448996153613265,42.85688113464217,39.78537136703352,54.48283999763168,45.43441384820952,44.97088990221013
311,5,2,2,2,1,0,0,0,51.49888184739858,50.46904905459888,43.856884155475896,52.55231059901144,50.758401038690394,47.58894592062051,45.608378218609396,39.09311509214463,41.90315479789682,45.57849880828984,45.15399857682608,43.85487051761945,43.689400415446066,40.413806423365116,43.15807041981664,42.71366676291814,32.91367814897513,38.81686812734936,36.3742904587998,37.065956714059254,30.463671789339934,45.043488991413184,36.818530547920574,41.679969764189856,45.299980234874745,40.104240658085594,40.72959620093554,44.07614161367898,41.357861204710886,38.14380209209898,48.71782881746185,50.226100101589125,47.01574719779197
312,4,1,1,1,2,0,1,0,51.062040606298574,47.48593495952793,51.56150437566924,45.85203819696363,44.21493749720393,39.96329208117066,39.47567963601655,39.49155003835091,41.10017141472779,44.763612865581976,39.478386931417106,40.94567309149025,40.82955866837644,30.61631742283232,34.54258478454536,43.47385019447019,31.746769619576753,31.283306374962226,30.52626135576792,31.808548699525343,34.795096157475705,40.924748325631285,41.08726222173722,33.71104526990793,41.9407245489899,37.5811299297109,38.881992936972914,48.3431549860781,45.27009779958174,43.6372019316685,53.6913516715925,35.076353886893166,46.79715603406346
313,1,1,2,1,1,1,1,0,39.9325576171019,44.6174987376611,39.79424830140401,43.34491732693411,41.65307194618424,41.803699163281884,39.16948043660822,39.22230526264113,39.23177555720694,36.676305029079245,35.889874034425496,41.03675556357541,33.12572755124009,28.537193432876222,31.099255013037798,38.74257693664611,30.097797807231046,31.31749922909068,37.947184973917,28.546906533206283,27.47842442974928,42.99040788112487,31.161192603488793,25.548030957854195,35.39551170133033,34.03720613233213,42.73423672986448,43.473252673840875,42.12629593273659,38.15885142599081,41.33961715224834,36.281207241412105,41.865342592387364
314,3,2,0,1,4,1,1,1,52.94841194913921,47.34997156791946,46.41844567379284,48.13878722512961,42.99965447307204,50.54148276676414,47.00796966063168,37.57078777595952,48.451986590458645,49.03746110196402,41.2027533949875,48.35145227223635,47.51766771445711,46.095475745431855,43.3493296874682,45.24486601173668,35.14093488831457,33.30794533064886,38.288554485551366,31.745577386453938,34.140957134190344,41.33099660790085,38.055204873761014,31.314132824639785,43.119687375647935,41.838155614247135,40.86027917417148,41.201313719348455,43.728999810408766,38.42251733777258,45.713129054145114,45.348605033139485,46.41978746315765
315,6,1,0,0,3,0,1,0,54.28361286271588,40.782522609412915,52.95599792712711,47.26542652095241,43.015313406132876,51.2640346893824,50.33820732099577,48.82818580700681,47.432687161095146,50.431806108901014,37.380268233674535,49.994455833371674,40.647627714605726,38.31518814930617,41.03489977088835,44.27582224223041,41.424241441099845,36.52205872659361,44.74849070305196,42.70367717867696,38.732275774551205,37.63586067417855,31.83332042617852,33.53157163834179,45.14735824229664,39.33966798864486,42.0815510749872,44.6399757870392,50.052876041574784,51.48365490194642,47.68456657295955,45.778255072719574,42.3288778113119
316,5,1,0,1,2,2,0,1,54.04418892241565,51.62836213469163,51.16229671252663,44.22709913412984,49.82055528580594,47.34088996661363,44.82145276679679,46.87835444095128,45.60986955825922,43.05544405082055,37.31094410931975,38.77295948358761,42.06169546784707,47.29471045736256,37.56642611964956,34.453018130872195,37.331083937691375,37.95131523314208,40.59188071717664,37.565939532059105,35.86410032521576,42.24850166660021,42.695563091187964,31.89626579166564,41.80441115339004,38.594356202517034,49.60584186294497,44.49859916291757,40.10425349037772,39.88304922887838,49.78467802556851,39.672778155517214,46.34773589726606
317,4,2,2,0,2,1,0,0,48.13320911658756,41.96232190564525,48.440283768427875,50.549092017410345,49.11650846312115,43.45249379567188,46.748609242319425,41.86307044140597,44.6349495354024,37.78692849912283,39.214804494306854,40.853867143713494,41.185399112340924,34.415059727607414,39.432044008602944,43.227919419854075,33.48979352199413,36.643479058965745,41.14574770837552,32.273375902324695,39.554192003333995,45.56060972260177,39.282970076547414,29.238380520494538,45.893124876496785,45.575495523551545,39.93967821735544,40.72492733813536,47.19996543081765,41.14142572536241,51.80979165567099,40.71303088429251,41.86197042698477
318,4,1,0,2,2,4,1,1,48.92648172997174,46.9613379599462,42.553403180002626,47.249857394216036,46.27844137193267,46.05241804436081,40.594272007301996,44.158339250438864,44.551094861989796,43.72109307403746,50.78103644404514,39.55536270295581,37.668581668791795,41.207690504919015,38.62771400130174,43.66189973662243,38.48419013991373,41.61439396022818,37.46615588997989,37.61736216124632,33.18748717592982,37.627732268035416,40.690186997414834,35.06708564393469,52.17940229601522,36.67759713321649,42.19701499857192,48.77866539630033,43.39158156765527,43.40016306910635,48.80140001093218,50.532236912575684,46.35283542541299
319,2,1,0,1,0,3,0,0,44.345251344695086,46.49739131770952,44.561573773639644,45.12506303857468,44.86725265815916,37.41118171320854,43.66669186021903,46.23675288013083,36.37326180341833,35.39058109131762,34.1371923127988,34.577140446613456,32.51604963821188,29.902834830730438,37.66407856426328,36.98459895105375,26.33311899601372,34.81161552034382,34.56396127422291,27.378218236873977,24.426548963583905,32.77309543460496,28.21240303343235,29.51686491484405,34.51082398287815,34.91770276198213,39.61196090593371,46.23033401975021,44.569558292430045,36.51439843994256,46.481571121986455,33.15093715879776,43.542581814282066
320,1,2,0,1,2,1,0,0,42.54292560438754,36.560514740862146,39.722763263438104,42.126596434044465,38.20536708793688,41.610822763605086,47.16783429250195,44.604881427071795,37.73978404304011,37.37015439377889,38.93974426669513,40.43162361073899,34.57420746400989,34.610452561199814,33.97427322017129,33.757455991750206,27.345753670865314,27.09271124712065,37.48578843828545,23.04756516507545,27.908581240449905,39.516620322426036,27.111368814046187,29.328861058051267,39.326266201725346,33.396861590344166,42.79971054461665,44.31378119568385,34.49679886156121,36.6182269994923,45.02339935401772,33.72754542900517,38.954592422028945
